"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"99405099999","2014-01-01","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.1","24","9999.9"," 0","1020.8","24","999.9"," 0","999.9"," 0"," 17.0","24"," 20.0"," 25.1","  77.7","*","  73.4","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-02","26.61","-80.03","0.0","LAKE WORTH FL, US","  78.0","24","9999.9"," 0","1015.0","24","999.9"," 0","999.9"," 0"," 15.0","24"," 21.0"," 25.1","  81.9","*","  76.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-03","26.61","-80.03","0.0","LAKE WORTH FL, US","  66.7","24","9999.9"," 0","1015.5","24","999.9"," 0","999.9"," 0"," 14.6","24"," 26.0"," 32.1","  78.1","*","  58.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-04","26.61","-80.03","0.0","LAKE WORTH FL, US","  69.9","23","9999.9"," 0","1020.0","23","999.9"," 0","999.9"," 0"," 14.7","23"," 21.0"," 24.1","  73.9","*","  66.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-05","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.8","24","9999.9"," 0","1016.2","24","999.9"," 0","999.9"," 0"," 14.4","24"," 24.1"," 29.9","  78.1","*","  71.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-06","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.3","24","9999.9"," 0","1015.4","24","999.9"," 0","999.9"," 0","  5.8","24","  8.9"," 18.1","  81.5","*","  69.3","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-07","26.61","-80.03","0.0","LAKE WORTH FL, US","  55.1","24","9999.9"," 0","1022.6","24","999.9"," 0","999.9"," 0"," 16.4","24"," 19.0"," 26.0","  72.1","*","  47.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-08","26.61","-80.03","0.0","LAKE WORTH FL, US","  64.0","23","9999.9"," 0","1024.0","23","999.9"," 0","999.9"," 0"," 18.9","23"," 26.0"," 28.9","  69.1","*","  53.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-09","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.8","24","9999.9"," 0","1022.0","24","999.9"," 0","999.9"," 0"," 21.9","24"," 25.1"," 28.9","  75.0","*","  69.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-10","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.9","24","9999.9"," 0","1020.0","24","999.9"," 0","999.9"," 0"," 15.0","24"," 29.9"," 35.0","  77.4","*","  67.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-11","26.61","-80.03","0.0","LAKE WORTH FL, US","  77.2","24","9999.9"," 0","1017.6","24","999.9"," 0","999.9"," 0"," 16.6","24"," 21.0"," 25.1","  77.7","*","  76.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-12","26.61","-80.03","0.0","LAKE WORTH FL, US","  71.8","24","9999.9"," 0","1018.0","24","999.9"," 0","999.9"," 0"," 10.0","24"," 17.1"," 21.0","  77.2","*","  67.3","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-13","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.7","24","9999.9"," 0","1019.4","24","999.9"," 0","999.9"," 0"," 10.8","24"," 13.0"," 15.0","  76.8","*","  71.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-14","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.3","24","9999.9"," 0","1015.2","24","999.9"," 0","999.9"," 0","  9.9","24"," 14.0"," 20.0","  80.4","*","  71.4","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-15","26.61","-80.03","0.0","LAKE WORTH FL, US","  68.2","24","9999.9"," 0","1014.3","24","999.9"," 0","999.9"," 0","  6.6","24"," 12.0"," 15.9","  77.0","*","  61.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-16","26.61","-80.03","0.0","LAKE WORTH FL, US","  57.3","24","9999.9"," 0","1016.1","24","999.9"," 0","999.9"," 0","  9.7","24"," 15.9"," 22.9","  61.0","*","  52.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-17","26.61","-80.03","0.0","LAKE WORTH FL, US","  53.5","23","9999.9"," 0","1019.9","23","999.9"," 0","999.9"," 0","  7.4","23","  9.9"," 12.0","  63.1","*","  44.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-18","26.61","-80.03","0.0","LAKE WORTH FL, US","  58.2","24","9999.9"," 0","1020.8","24","999.9"," 0","999.9"," 0","  7.7","24"," 14.0"," 18.1","  63.3","*","  52.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-19","26.61","-80.03","0.0","LAKE WORTH FL, US","  54.9","24","9999.9"," 0","1021.9","24","999.9"," 0","999.9"," 0","  6.1","24","  9.9"," 14.0","  67.3","*","  44.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-20","26.61","-80.03","0.0","LAKE WORTH FL, US","  64.0","24","9999.9"," 0","1019.7","24","999.9"," 0","999.9"," 0","  5.6","24","  9.9"," 17.1","  74.1","*","  57.0","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-21","26.61","-80.03","0.0","LAKE WORTH FL, US","  66.5","24","9999.9"," 0","1015.1","24","999.9"," 0","999.9"," 0","  8.1","24"," 15.0"," 21.0","  71.4","*","  62.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-22","26.61","-80.03","0.0","LAKE WORTH FL, US","  58.3","24","9999.9"," 0","1015.1","24","999.9"," 0","999.9"," 0"," 11.0","24"," 15.9"," 21.0","  64.9","*","  51.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-23","26.61","-80.03","0.0","LAKE WORTH FL, US","  55.6","24","9999.9"," 0","1022.0","24","999.9"," 0","999.9"," 0","  9.7","24"," 15.9"," 20.0","  64.8","*","  45.0","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-24","26.61","-80.03","0.0","LAKE WORTH FL, US","  61.1","24","9999.9"," 0","1024.9","24","999.9"," 0","999.9"," 0"," 14.1","24"," 25.1"," 28.0","  64.8","*","  58.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-25","26.61","-80.03","0.0","LAKE WORTH FL, US","  61.6","24","9999.9"," 0","1020.8","24","999.9"," 0","999.9"," 0","  6.7","24"," 14.0"," 17.1","  72.7","*","  52.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-26","26.61","-80.03","0.0","LAKE WORTH FL, US","  66.1","24","9999.9"," 0","1017.0","24","999.9"," 0","999.9"," 0","  4.5","24"," 11.1"," 12.0","  73.4","*","  58.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-27","26.61","-80.03","0.0","LAKE WORTH FL, US","  71.6","24","9999.9"," 0","1015.2","24","999.9"," 0","999.9"," 0","  8.6","24"," 14.0"," 15.9","  77.0","*","  64.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-28","26.61","-80.03","0.0","LAKE WORTH FL, US","  71.0","24","9999.9"," 0","1016.0","24","999.9"," 0","999.9"," 0","  6.4","24"," 13.0"," 15.0","  75.4","*","  65.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-29","26.61","-80.03","0.0","LAKE WORTH FL, US","  70.3","24","9999.9"," 0","1016.0","24","999.9"," 0","999.9"," 0","  9.4","24"," 19.0"," 22.9","  75.2","*","  64.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-30","26.61","-80.03","0.0","LAKE WORTH FL, US","  67.1","24","9999.9"," 0","1017.3","24","999.9"," 0","999.9"," 0"," 12.1","24"," 24.1"," 28.0","  71.2","*","  64.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-01-31","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.8","24","9999.9"," 0","1016.9","24","999.9"," 0","999.9"," 0"," 11.2","24"," 15.9"," 18.1","  76.8","*","  66.0","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-01","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.2","24","9999.9"," 0","1018.2","24","999.9"," 0","999.9"," 0"," 11.8","24"," 15.0"," 18.1","  76.8","*","  75.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-02","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.2","24","9999.9"," 0","1019.2","24","999.9"," 0","999.9"," 0"," 10.1","24"," 13.0"," 15.0","  77.0","*","  74.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-03","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.4","22","9999.9"," 0","1017.8","22","999.9"," 0","999.9"," 0"," 12.6","22"," 17.1"," 19.0","  77.0","*","  75.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-04","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.3","24","9999.9"," 0","1018.7","24","999.9"," 0","999.9"," 0"," 10.6","24"," 15.0"," 17.1","  77.0","*","  75.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-05","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.3","24","9999.9"," 0","1017.8","24","999.9"," 0","999.9"," 0"," 13.6","24"," 17.1"," 20.0","  76.8","*","  72.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-06","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.8","24","9999.9"," 0","1017.9","24","999.9"," 0","999.9"," 0","  5.3","24"," 12.0"," 14.0","  80.2","*","  72.3","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-07","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.4","24","9999.9"," 0","1018.6","24","999.9"," 0","999.9"," 0","  7.4","24"," 17.1","999.9","  76.6","*","  66.0","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-08","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.9","24","9999.9"," 0","1017.9","24","999.9"," 0","999.9"," 0","  9.0","24"," 21.0"," 22.0","  77.2","*","  69.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-09","26.61","-80.03","0.0","LAKE WORTH FL, US","  68.8","24","9999.9"," 0","1017.0","24","999.9"," 0","999.9"," 0"," 10.4","24"," 22.9"," 25.1","  71.2","*","  65.3","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-10","26.61","-80.03","0.0","LAKE WORTH FL, US","  69.5","24","9999.9"," 0","1017.1","24","999.9"," 0","999.9"," 0","  8.4","24"," 13.0"," 15.9","  75.0","*","  64.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-11","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.5","24","9999.9"," 0","1016.8","24","999.9"," 0","999.9"," 0"," 10.7","24"," 15.0"," 17.1","  77.5","*","  73.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-12","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.4","24","9999.9"," 0","1014.7","24","999.9"," 0","999.9"," 0","  9.7","24"," 25.1"," 28.0","  77.0","*","  67.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-13","26.61","-80.03","0.0","LAKE WORTH FL, US","  68.1","24","9999.9"," 0","1009.3","24","999.9"," 0","999.9"," 0"," 12.6","24"," 24.1"," 33.0","  76.3","*","  63.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-14","26.61","-80.03","0.0","LAKE WORTH FL, US","  57.5","24","9999.9"," 0","1015.4","24","999.9"," 0","999.9"," 0","  6.0","24","  8.9"," 13.0","  66.4","*","  46.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-15","26.61","-80.03","0.0","LAKE WORTH FL, US","  65.3","23","9999.9"," 0","1015.9","23","999.9"," 0","999.9"," 0","  8.9","23"," 19.0"," 22.9","  76.1","*","  55.9","*"," 0.00","I","999.9","000000"
